001	852$c	500$a	500$a	856$u	856$x	856$z
00000990050749	g.410.d.(3.)		Title information: An eighth sett of six quartettos [C, B, e, A, G, f] for two violins, tenor & violoncello .. dedicated to the King of Naples .. op. 23. [Parts.]. London: Printed for W. Forster, [WM 1795]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004584861	Other	Description in British Library catalogue
00000990050774	h.318.g.		Title information: Six Quatuors pour 2 Violons, Alto, & Violoncelle .. Oeuvrexxxiv Livrei [ii]. Vienne: Chez Hoffmeister, [1791]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004584860	Other	Description in British Library catalogue
00000990050872	h.2830.m.(5.)		Title information: Douze quatuors concertans dédiés au roi de Prusse .. Arrangés pour flute, violon, alto et basse, par F. Devienne. [Parts.]. Paris: Chez Janet et Cotelle, [1815?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004584820	Other	Description in British Library catalogue
00000990050887	h.318.f.(1.)		Title information: Three Quartets for a Flute, Violin, Tenor & Violoncello, performed at the Professional Concert Hanover Square .. Op. [xxv.] [Parts.]. London: Printed by Longman & Broderip, [1789]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004584865	Other	Description in British Library catalogue
00000990050921	h.318.ff.(1.)		Title information: Three Trios concertants, for a Violin, Viola, and Violoncello .. Op.xi. [Parts.]. London: J. Bland, [c. 1790]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004585075	Other	Description in British Library catalogue
00000990050927	g.85.f.(1.)		Title information: Trois Trios a Violon, Viola & Violoncelle .. Oeuvrexiii. lib.i. [Parts.]. Berlin, Amsterdam: Chez J. J. Hummel, [1791?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004585077	Other	Description in British Library catalogue
00000990050929	h.2851.j.(10.)		Title information: Trois trios concertans pour violon, alto et basse. Œuvre xe. [Parts.]. Paris: Chez Imbault, [1788]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004585074	Other	Description in British Library catalogue
00000990051179	g.161.h.(3.)		Title information: Three [or rather twelve] Grand Sonatas for the Piano-Forte or Harpsichord. With Accompanyments for a Violin and Violoncello, in which are introduced .. Select Scotch Airs, and Favorite Pieces, etc. [Parts.]. London: J. Dale, [1794-98]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004584954	Other	Description in British Library catalogue
00000990051183	g.271.t.(5.)		Title information: Twelve Grand Sonatas for the Piano Forte with Accompaniments for a Violin & Violoncello, in which are introduced a variety of Scotch Airs and favorite pieces. Op. 14, etc. bk. 2. no. 4-6. London: Goulding, D'Almaine, Potter & Co, [c. 1815]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004584956	Other	Description in British Library catalogue
00000990051198	h.318.p.		"Title information: Three original sonatas in which are introduced the favorite airs of ""Whither my love"" .. with an accompaniment for a violin & bass eith obligato or ad libitum. [Parts.]. London: Clementi, Banger, Hyde, Collard & Davis, [WM 1802]"	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004584960	Other	Description in British Library catalogue
00000990051200	g.443.c.(9.)		"Title information: Three original sonatas in which are introduced the favorite airs of ""Whither my love"" with an accompaniment for a violin & bass either obligato or ad libitum. [Parts.]. London, Dublin: Goulding & Compy, [WM 1808]"	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004584961	Other	Description in British Library catalogue
00000990051258	g.272.c.(24.)		Title information: Pleyel's Celebrated Overture in D., No. 7 .. adapted for the Piano Forte, with accompaniments for a Violin and Violoncello .. by J. V. Hammond. London: Printed by Goulding, Phipps, D'Almaine & Co, [1805?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004585015	Other	Description in British Library catalogue
00000990051340	h.2850.hh.(1.)	Copy at h.2850.hh.(1.). Imperfect: wanting the bass part.	Title information: Trois quatuors tirés de l'oeuvre dédié à Sa M. le Roi de Prusse. 4th suitte. London: Printed by Longman & Broderip, no. 26 Cheapside & no. 13 Haymarket, [1789]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01015973384	Other	Description in British Library catalogue
00000990051396	g.161.i.(3.)		Title information: Two Sonatas for the Piano Forte with Accompaniment for a Flute or Violin & Bass. Operaxxx. [Parts.]. London & Edinburgh: Printed for Corri, Dussek & Co, [1796]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004584733	Other	Description in British Library catalogue
00000990051416	g.421.e.(4.)		Title information: Six duetts for a violin and a violoncello .. op: VII. [Parts.]. London: Printed for W. Forster, [1785?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004584738	Other	Description in British Library catalogue
00000990051426	h.1729.x.(4.)		Title information: Six duo concertans pour violon et alto. [Parts.]. Paris: Chez Mr Boyer, [c. 1790]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004584739	Other	Description in British Library catalogue
00000990051492	g.218.(9.)		Title information: Six Duetts for Two violins .. Op.xviii. [Parts.]. London: Longman and Broderip, [1789]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004584688	Other	Description in British Library catalogue
00000990051508	g.85.b.(3.)		Title information: Trois Duos pour deux Violons. Oeuvre xix. Liv.ii. Amsterdam: Chéz J. Schmitt, [1790?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004584693	Other	Description in British Library catalogue
00000990051539	g.218.p.(6.)		Title information: Three Duetts, for two Violins. [Op. 36.] [Parts.]. London: Printed for Corri, Dussek & Co, [WM 1800]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004584730	Other	Description in British Library catalogue
00000990051540	g.421.(3.)		Title information: Three Duetts, for Violin & Tenor. [Parts.]. London & Edinburgh: Printed for Corri, Dussek & Co, [1795?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004584729	Other	Description in British Library catalogue
00000990051544	h.219.f.(3.)		Title information: Three Duetts for Two Violins. Op. 30. [Parts.]. London: G. Walker, [1817]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004584732	Other	Description in British Library catalogue
00000990051547	g.70.s.(5.)		Title information: Three Duetts, for two Flutes. [Parts.]. London: Printed by Clementi, Banger, Hyde, Collard & Davis, [c. 1805]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004584731	Other	Description in British Library catalogue
00000990051652	h.318.x.(8.)		Title information: Six Duettinos à deux fluttes. Composées par Mrs J. Pleyel et Krasinsky. Op. 39. [B. 5515.] [Parts.]. London: Preston, [WM1811]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004584667	Other	Description in British Library catalogue
00000990051656	h.2140.a.(7.)		Title information: Six Duetts Concertants for two German Flutes .. Book i. [B. 5514.] [Parts.]. London: Preston & Son, [WM 1805]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004584666	Other	Description in British Library catalogue
00000990051672	g.421.p.(9.)		Title information: A Duett, for two Flutes .. Arranged from a celebrated Quartett by F. Devienne. [Parts.]. London: C. Wheatstone, [c. 1810]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004584825	Other	Description in British Library catalogue
00000990052085	h.2996.(2.)		Title information: Three sonatas in which are introduced the five following favorite airs of Whither my love .. I thought our quarrels .. When to Nina .. Oh! send Lewis .. Hope told .. with an accompaniment for the violin obligato. [P. F. part.]. Dublin: B. Cooke, [1795?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004584959	Other	Description in British Library catalogue
00000990052184	h.318.(3.)		Title information: Three original duetts for two performers on the pianoforte or harpsichord .. op. XX. London: Longman and Broderip, [1790]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004584692	Other	Description in British Library catalogue
00000990052204	g.545.v.(9.)		Title information: Three Original Duetts: for two Performers on the Piano Forte. Op. 22. <Sonata iv-vi.>. London: Goulding, Phipps, D'Almaine & Co, [WM 1807]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004584694	Other	Description in British Library catalogue
00000990052217	h.318.(1.)		Title information: Grand Duett [in B flat] for Two Performers on One Piano Forte. London & Edinburgh: Printed for Corri, Dussek & Co, [1796]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004584735	Other	Description in British Library catalogue
00000990052314	g.198.(5.)		Title information: Three Celebrated Trios, of Pleyel arranged as Harp Sonatas .. by J. Elouis. London: R. Birchall, for the Author, [1800]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004585079	Other	Description in British Library catalogue
00000990052344	h.318.z.(3.)		Title information: A Favorite Sonata, for the Piano Forte. [B flat.]. London: Preston, [c. 1785]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004584734	Other	Description in British Library catalogue
00000990053770	G.355.a.		Title information: A selection from Pyramus and Thysbe. London: Printed and sold by R. Bremner, opposite Somerset House in the Strand, [1775]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004599432	Other	Description in British Library catalogue
00000990053775	G.355.		Title information: A Periodical Collection of Vocal Music .. consisting of Italian and English Songs, Duetts, Terzetts, Recitatives, Canzonetts, Ballads, &c. .. In two Volumes. Bath, etc: G. Steart (A. C. Farthing), for the Author, [1797-1800]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004599429	Other	Description in British Library catalogue
00000990056716	K.7.f.20.(3.)	Copy at K.7.f.20.(3.). Imperfect: wanting the titlepage, pages 5-6 and 31-32.	Title information: Arie a tre voci. Roma: Paolo Masotti, 1635.	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004720383	Other	Description in British Library catalogue
00000990056813	Hirsch IV.1654.		Title information: Six sonates. Paris: Chez le Sr. Sieber, [1775?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004630873	Other	Description in British Library catalogue
00000990056920	K.9.a.2.	Copy at K.9.a.2. Imperfect: wanting the title page and the last leaf.	Title information: [Patrocinium musices]. [München]: Adam Berg, [1598]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013671237	Other	Description in British Library catalogue
00000990059494	b.170.a.(1.)		Title information: The comic opera of the poor soldier. London: printed by J. Bland, at his Music Warehouse N. 45 Holborn, [1782]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004655821	Other	Description in British Library catalogue
00000990059540	H.1771.uu.(11.)		Title information: I travers'd Judah's barren sand. London: Printed by J. Bland at his music warehouse, No. 45 Holborn, [1786?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01018083311	Other	Description in British Library catalogue
00000990059965	g.271.b.(35.)		Title information: Paddy Whack. [London]: Printed for Straight and Skillern, [ca. 1775]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004662863	Other	Description in British Library catalogue
00000990060014	H.2332.t.(2.)		Title information: Songs in the new English opera call'd The fairies. London: printed for I. Walsh, [1755]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01016014221	Other	Description in British Library catalogue
00000990060076	H.1994.(60.)		Title information: A favorite rondo. London: L & B. [i.e. Longman & Broderip], [approximately 1780]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004665568	Other	Description in British Library catalogue
00000990060931	h.4261.ss.(2.)		Title information: The periodical overture. London (at the Harp and Hautboy, opposite Somerset-House in the Strand): Printed and sold, by R. Bremner, [1774?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014763604	Other	Description in British Library catalogue
00000990063509	K.8.i.4.(9.)	Copy at K.8.i.4.(9.). Imperfect: Bassus part book only; wanting the other part books.	Title information: Tiers livre contenant xxx nouvelles chansons a deux ou a troix parties. [Antwerp]: Tielman Susato, imprimeur de musicque, demeurant au pres du nouveau poix, a le[n]seigne du crom cornet, [1552]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004263611	Other	Description in British Library catalogue
00000990063703	G.197.(18.)	Copy at G.197.(18.). Pages 3-4 misbound in tract (19.)	Title information: Nel lasciarti amato bene. London: Longman and Broderip, [1789]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004693360	Other	Description in British Library catalogue
00000990067224	g.511.d.(2.)		Title information: VI sonates, violoncello solo col basso. Paris: chez Mr Le Clerc [et chez] Mr. Le Clerc Md [et chez] Mme. Boivin, [1748]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004720742	Other	Description in British Library catalogue
00000990068024	55.b.20.(7.)	Copy at 55.b.20.(7.). Imperfect: wanting the other parts.	Title information: Balletts and Madrigals to fiue voyces, with one to 6. voyces. London: Thomas Este, 1598.	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004735965	Other	Description in British Library catalogue
00000990068144	g.280.c.(6.)		Title information: Six Solos for the German Flute and Bass .. Opera III. London: John Welcker, [1780?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004737128	Other	Description in British Library catalogue
00000990068145	g.225.b.(10.)		Title information: Six Solos for the German Flute and Bass .. Opera III. London: Longman and Broderip, [1785?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004737129	Other	Description in British Library catalogue
00000990069510	h.5.g.(2.)		Title information: Trois trios concertants pour un violon, alto & violoncelle .. Oeuvre 1. Liv. 1. Amsterdam: Chéz J. Schmitt, [1790?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004757556	Other	Description in British Library catalogue
00000990069512	g.409.w.(3.)	Cropped	Title information: Trois trios pour violon alto et basse. Paris: Chez Imbault, [between 1787 and 1794?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004757558	Other	Description in British Library catalogue
00000990069515	g.409.w.(4.)	Cropped	Title information: Trois trios pour violon alto et basse. Paris: Chez Imbault, [between 1787 and 1794?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004757559	Other	Description in British Library catalogue
00000990069599	h.3212.ll.(11.)		Title information: A favorite sonata, for the piano forte (with or without additional keys,) also accompaniments for violin and violoncello. London (26 Cheapside): printed by Longman, Clementi & Co., [between 1800 and 1820?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01015588010	Other	Description in British Library catalogue
00000992001056	H.3400.hh.(7.)		Title information: Sung in the comick tragick pastorall farce or What d'ye call it. [London]: [publisher not identified], [1725?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013648670	Other	Description in British Library catalogue
00000992001714	G.313.(29.)		Title information: A new song. [London: s.n., ca. 1720]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004375606	Other	Description in British Library catalogue
00000992005194	H.1660.tt.(42.)		Title information: Jocky and Jenny. [London]: [publisher not identified], [ca. 1755]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013676615	Other	Description in British Library catalogue
00000992007081	G.311.(156.)		Title information: Sir Hugh the pitiful fellow, or, The three l--ds of the Adm--l-ty, who have conducted our navy, or knavish affairs. [London]: [Longman and Broderip?], [approximately 1778]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004259694	Other	Description in British Library catalogue
00000990022136	A.277.(6.)	Copy at A.277.(6.). Imperfect: canto part book only.	Title information: Il secondo libro delle Napolitane à tre voci. In Vinegia: Appresso Girolamo Scotto, MDLXXI [1571].	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004369758	Other	Description in British Library catalogue
00000990042053	B.252.a.	Copy at B.252. Imperfect: lacking the soprano, alto, tenor and bass part books.	Title information: Il secondo libro de madrigali a cinque voci. In Venetia: Appresso Angelo Gardano, M.D.LXXXX [1590]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004533126	Other	Description in British Library catalogue
00000990063556	C.595.(2.)		Title information: Lieder beim Clavier zu singen, nebst einer melodramatischen Szene .. Leipzig: Bei Friedrich Gotthold Jacobäer, 1785.	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004692108	Other	Description in British Library catalogue
00000990000658	d.76.		Title information: VIII sonate per cembalo, opera prima. Amsterdam: A spese di J. F. Groneman ... by A. Olofsen, [1761]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004441572	Other	Description in British Library catalogue
00000990065751	d.84.(1.)		Title information: Ariette pour le clavecin ou piano forte avec douze variations. Berlin; Amsterdam: Chés J. J. Hummel, [1780?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004728978	Other	Description in British Library catalogue
00000990065436	d.84.(2.)		Title information: Divertissement pour le clavecin ou le forte piano avec accompagnement d'un violon et de la basse ad libitum. Berlin; Amsterdam: Chés Jean Julien Hummel, [1779]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004729003	Other	Description in British Library catalogue
00000990062041	e.140.b.(4.)		Title information: Parte prima del'opera terza. Si vende a Vienna: appresso Agostino Bernardi, mercante di libri, [1763].	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01016218626	Other	Description in British Library catalogue
00000990062042	e.140.b.(5.)		Title information: Parte seconda del'opera terza. Si vende a Vienna: appresso Agostino Bernardi mercante di libri, [1766].	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01017505684	Other	Description in British Library catalogue
00000990011061	f.17.h.(4.)		Title information: Sonate da camera à tre. À Amsterdam: chez Pierre Mortier, [1705]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004764419	Other	Description in British Library catalogue
00000990036309	g.480.(1.)		Title information: Six Sonatas for Two Violins with a Through Bass for the Harpsicord or Violoncello. Composed by Sigr G. B. Lampugnani and St. Martini of Milan. Opera Prima. London: Printed for J. Walsh, [1744]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004465590	Other	Description in British Library catalogue
00000992003814	H.1652.f.(31.)		Title information: A collection of new songs. [London?]: [publisher not identified], [ca. 1775]			
00000990051729	h.250.b.(13.)		Title information: Three Concertante Duettos for two German-Flutes .. Arranged, Revised, & Corrected by J. Wragg. [B. 5535.] [Parts.]. London: Printed for J. Wragg, [1800?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004584668	Other	Description in British Library catalogue
00000990008645	K.1.k.2.		Title information: Officium hebdomadae sanctae, quinque vocibus decantandum. Mediolani: Apud Augustinum Tradatum, 1603.	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004254482	Other	Description in British Library catalogue
00000991022210	K.11.e.3.(1.)	Copy at K.11.e.3.(1.). Imperfect: lacking the contratenor part book, and ff. 1-4 and 8 of the bassus part are mutilated.	Title information: Chansons de P. de Ronsard, Ph. Desportes, et autres. A Paris: Par Adrian le Roy & Robert Ballard, 1569.	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004463743	Other	Description in British Library catalogue
00000990010606	K.11.e.3.(10.)	Copy at K.11.e.3.(10.). Imperfect: Superius, Tenor and Bassus part books only; wanting the Contratenor part book. Parts of folios 5-6 of the Bassus part book are damaged.	Title information: Dixiesme livre de chansons. A Paris: Par Adrian le Roy & Robert Ballard, 1564.	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004272552	Other	Description in British Library catalogue
00000990036596	K.11.e.3.(18.)	Copy at K.11.e.3.(18.). Imperfect: Superius, Tenor and Bassus part books only; wanting the Contratenor part book.	Title information: Dixhuictieme livre de chansons. A Paris: Par Adrian le Roy & Robert Ballard, 1567.	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004468704	Other	Description in British Library catalogue
00000990010105	K.2.b.11.(2.)	Copy at K.2.b.11.(2.). Imperfect: Bassus part book only; wanting the other part books.	Title information: Secundus liber modulorum, quatuor et quinque vocum. [Geneva]: Apud Iacobum Arbillum, [ca. 1558-1560?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004538691	Other	Description in British Library catalogue
00000990010605	K.2.b.4*.(10.)		Title information: Dixiesme livre de chansons tant Françoises, qu’Italiennes,. A Paris: de l'imprimerie d'Adrian le Roy, & Robert Ballard, 1559.			
00000990037805	K.2.h.12.(2.)		Title information: Second livre de guiterre, contenant plusieurs chansons en forme de voix de ville. A Paris: De l'imprimerie, d'Adrian le Roy & Robert Balard, 1555.	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004479161	Other	Description in British Library catalogue
00000990037806	K.2.h.12.(3.)		Title information: Tiers livre de tabulature de guiterre, contenant plusieurs préludes, chansons, basse-dances, tourdions, pavanes, gaillardes, almandes, bransles, tant doubles que simples. A Paris: de l'imprimerie, d'Adrian le Roy & Robert Ballard, 1552.	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004479162	Other	Description in British Library catalogue
00000990036846	K.3.a.15.(4.)	Copy at K.3.a.15.(4.). Imperfect: Superius, Tenor and Bassus part books only; wanting the Contratenor part book.	Title information: Sixiesme livre des chansons a quatre parties. Imprime à Lovain: par Pierre Phalese, MDLV [1555]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01015834885	Other	Description in British Library catalogue
00000990036845	K.3.a.15.(5.)	Copy at K.3.a.15.(5.). Imperfect: Contratenor part book only; wanting the other part books.	Title information: Chansons a quatre parties. A Louain: par Pierre Phalese, MDLII [1552]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01015834897	Other	Description in British Library catalogue
00000990039030	K.3.e.12.		Title information: Liber quintus cantionum sacrarum vulgo moteta vocant, quinque et sex vocum. Louanii: Apud Petrum Phalesium, 1558.	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004538662	Other	Description in British Library catalogue
00000990064906	K.4.c.4.		Title information: The actes of the Apostles. Imprinted at London: by Wyllyam Seres, 1553.	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004711654	Other	Description in British Library catalogue
00000990032514	K.8.b.5.(1.)	Copy at K.8.b.5.(1.). Imperfect: Contratenor & Bassus part book only; wanting the Superius & Tenor part book.	Title information: Huitiesme livre contenant xix Chanso[n]s nouvelles a quatre parties. A Paris: Imprimees par Pierre Attaingnant, 1540.	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004263534	Other	Description in British Library catalogue
00000990006493	K.8.i.4.(16.)	Copy at K.8.i.4.(16.). Imperfect: Bassus part book only; wanting the other part books.	Title information: Pseaulmes LXXXIII de David. A Lyon: Chez Godefroy Beringen, MDLIIII [1554]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004231826	Other	Description in British Library catalogue
00000990004251	K.8.i.4.(6.)	Copy at K.8.i.4.(6.). Imperfect: Bassus part book only; wanting the other part books.	Title information: Chansons nouvelles. A Lyon: De L'Imprimerie de Robert Granjon, MDLIX [1559]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004201260	Other	Description in British Library catalogue
00000990010604	K.8.i.4.(14.)	Copy at K.8.i.4.(14.). Imperfect: Concordant part book only; wanting the other part books.	Title information: Premier livre de chansons tant françoises qu'italiennes. A Paris: De l'imprimerie d'Adrian le Roy & Robert Ballard, Imprimeurs du Roy, rue S. Iean de Beauvais, à l'enseigne Sainte Genevieve, 1559.			
00000990009026	K.8.i.4.(15.)	Copy at K.8.i.4.(15.). Imperfect: Concordant part book only; wanting the other part books.	Title information: Vingt et une chansons. A Paris: De l'imprimerie d'Adrian le Roy & Robert Balard, Imprimeurs du Roy, rue S. Iean de Beauvais, à l'enseigne S. Genevieve, 1557.			
00000990032524	K.8.i.4.(17.)	Copy at K.8.i.4.(17.). Imperfect: Bassus part book only; wanting the other part books.	Title information: Proverbes de Salomon. A Paris: De l'imprimerie d'Adrian le Roy & Robert Balard, Imprimeurs du Roy, rue S. Iean de Beauuais, à l'enseigne S. Geneuieue, 1558.			
00000990032525	K.8.i.4.(4.)	Copy at K.8.i.4.(4.). Imperfect: Bassus part book only; wanting the other part books.	Title information: Verger de musique. Paris: De l'imprimerie d'Adrian le Roy & Robert Ballard, 1559.			
00000990048335	K.9.a.3.	Copy at K.9.a.3. Imperfect: wanting the title page and folio AII, which have been supplied in ms.	Title information: [Ioannis Petri Aloysii Praenestini .. Hymni totius anni, secundum Sanctæ Romanæ Ecclesiæ consuetudinem, quattuor vocibus concinendi, necnon hymni religionum]. [Roma: Giacomo Torniero & Bernardo Donangelo, 1589]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013671561	Other	Description in British Library catalogue
00000990048268	K.9.a.4.	Copy at K.9.a.4. Imperfect: wanting folios A-AII.	Title information: [Ioannis Petraloysii Praenestini .. Missarum liber quintus]. Romae: Sumptibus Iacobi Berichiae, apud Franciscum Coattinum, 1590.	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01013670294	Other	Description in British Library catalogue
00000990014785	A.175.		Title information: Nouum Opus Musicum. Tres Tomos Sacrorum Hymnorum continens, nunc primum ab eximio huius ætatis Symphonista Sixto Dietrich Augustano compositum, etc. [Tenor.] (Discantus (Altus) (Bassus) Hymnorum Sixti Diet.). Vitebergae: Apud Georgium Rhau, 1545.	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004306549	Other	Description in British Library catalogue
00000990032498	h.84.		Title information: Eine Sonata für das Clavier nebst einigen kleinen Clavier- und Singstücken. Riga: gedruckt von Julius Conrad Daniel Müller, in Commission bey J. F. Hartknoch, [1794?]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01004433829	Other	Description in British Library catalogue
00000990017944	K.8.i.1.(3.)	Copy at K.8.i.1.(3.). Imperfect: Superior cantus and Inferior cantus part books only; wanting Medius cantus part book.	Title information: Tricinia sacra ad voces pueriles. Gedruckt zu Nürnberg: durch Johann vom Berg, und Ulrich Neuber, Anno 1559.			
00000990037609	K.8.i.4.(18.)	Copy at K.8.i.4.(18.). Imperfect: Pars infima part book only; wanting the Superius I and Superius II part books.	Title information: Catechesis numeris musicis inclusa. Noribergæ: In Officina Ioannis Montani & Ulrici Neuberi, MDLIX [1559]			
00000990044449	Tyson P.M.148.(3.)		Title information: Trio pour le clavecin ou piano forte. A Mayence: chez Charles Zulehner, [ca.1800]	http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01005034549	Other	Description in British Library catalogue
