DNB,ID
2111152-2,79197
2006850-5,79201
2022734-6,79231
2024079-X,79232
74619-8,79233
253997-4,79234
1072919842,79235
5274010-9,79235
5306734-4,79238
123027-X,51001895
5213881-1,79358
6520618-6,79385
2012964-6,79401
507801-5,79403
2007054-8,79455
1065134355,79470
16016361-4,79474
1048527-2,79500
1054069-6,79513
1217398-8,79514
2054266-5,79515
1079470-0,79519
2083466-4,79534
1224330-9,79562
41791-9,79563
2119089-6,79564
5103853-5,79565
1086771-5,79573
41591-1,79574
110163-8,79580
1048321-4,79581
5286362-1,79600
10155672-X,79602
5311265-9,79792
5176337-0,79793
10011145-2,79794
10047029-4,79795
1701372-0,79992
2016687-4,80099
2012189-1,80132
5307269-8,80145
10011162-2,80148
132957-1,80210
5186677-8,80222
5009484-1,80264
2016709-X,80323
5549233-2,80339
10149257-1,80363
5110972-4,80372
5019457-4,80373
2054097-8,80386
83793-3,80389
502855-3,80394
10358131-5,80475
11479-0,80524
42612-X,80545
5084005-8,80616
5083021-1,80617
1042037-X,80662
19696-4,80692
36577-4,80693
2044067-4,80704
83524-9,80718
2060662-X,80742
5173183-6,80746
2020626-4,80751
118528-7,80755
5092346-8,80763
32456-5,80777
2008628-3,80786
25741-2,80789
10179462-9,80790
1055992-9,80819
2029030-5,80825
2055004-2,80996
2072438-X,81039
1232798-0,81074
600523-8,81081
1094178-2,81105
1072908697,81134
16002555-2,81137
236416-5,81177
2037252-8,81187
11515-0,81191
11517-4,81192
517206-8,81225
5281152-9,81246
2124798-5,81299
5203137-8,81316
2127851-9,81328
37163-4,81371
116382-6,81373
10041475-8,81397
19752-X,81422
63642-3,81423
1019557-9,81465
5067592-8,81476
55730-4,81501
1017088-1,81519
40341-6,81520
11323-2,81560
508549-4,81561
5163061-8,81616
10076129-X,81642
145968-5,81710
1052641288,82122
1037526457,82122
1037643313,82122
262007-8,82235
82711-3,82237
32081-X,82242
30856-0,82675
65114-X,82689
5096712-5,82772
2024253-0,82789
36591-9,82815
2004358-2,82863
16055200-X,82893
5151146-0,83023
68505-7,83030
5130177-5,83032
1033899-8,83049
55596-4,83050
1001284-9,83051
113927-7,83074
5109313-3,83110
5185869-1,83114
5154352-7,83115
24170-2,83116
5033558-3,83123
2009755-4,83148
1023964-9,83211
10291071-6,83212
63959-X,83220
2051890-0,83232
2168249-5,83233
2047864-1,83240
2140569-4,83242
1023950-9,83257
2012047-3,83266
2127192-6,83313
2127191-4,83315
2163887-1,83323
2130509-2,83329
2045345-0,83365
2020684-7,83378
2010277-X,83390
1049408-X,83460
5272764-6,83479
1033349-6,83487
2009720-7,83496
10285732-5,83506
5020777-5,83533
118929-3,83646
5047195-8,83648
251387-0,83652
5163466-1,83688
16038112-5,83690
301494-0,83694
2041742-1,83719
1215936-0,83767
2087883-7,83812
10063746-2,83813
10023377-6,83949
123012-8,84008
2008416-X,84038
2023025-4,84052
2012753-4,84069
2024420-4,84085
117592-0,84129
5245328-5,84184
17183-9,84190
11539-3,84191
5565734-5,84211
5060732-7,84212
25282-7,84229
25289-X,84230
5100943-2,84250
5321209-5,84252
37063-0,84324
41262-4,84325
5538254-X,84367
64129-7,84379
271510-7,84410
2015419-7,84411
10120363-9,84413
2015302-8,84450
19734-8,84484
42006-2,84485
511782-3,84490
118781-8,84522
2008767-6,84576
25995-0,84604
2044309-2,84605
18598-X,84627
37789-2,84642
254712-0,84643
35742-X,84659
2063568-0,84679
2038737-4,84680
40202-3,84684
64090-6,84700
5340224-8,84713
37465-9,84729
66385-2,84751
5025265-3,84757
90472-7,84798
GKD:36186-0,84799
2010305-0,84801
5313370-5,84807
31446-8,84811
2057713-8,84817
10024087-2,84822
10099338-2,84825
1800050-2,84828
10051743-2,84834
10051814-X,84835
2062537-6,84848
2081373-9,84851
5095629-2,84852
5107920-3,84855
5299823-X,84859
1004385-8,84862
2039521-8,84873
5287352-3,84877
6450-6,84886
2002660-2,84896
10034264-4,84899
2032617-8,84905
5108324-3,84917
506501-X,84918
3041883-5,84936
5030235-8,84937
500893-1,84942
10060280-0,84948
10041494-1,84951
235895-5,84958
10187806-0,84962
2051696-4,84970
5057983-6,84985
2006978-9,84994
10146597-X,84999
2042311-1,85009
10010249-9,85011
309116-8,85013
1029740-6,85019
5559648-4,85021
2057286-4,85034
10173541-8,85046
2022011-X,85047
502417-1,85049
2078120-9,85051
1018254-8,85059
10101425-9,85070
2114672-X,85071
119458-6,85107
10078688-1,85128
10137681-9,85139
2010284-7,85170
10363392-3,85176
1057351-3,85178
2044590-8,85378
600960-8,85384
5157794-X,85385
3020743-5,85397
2011997-5,85398
42732-9,85400
273286-5,85486
6146964-6,85489
1073052516,85489
1001031-2,85564
5509355-3,85601
5121371-0,85684
5016010-2,85687
2093289-3,85709
2147545-3,85713
42344-0,85717
2028211-4,85720
1012706-9,85735
123166-2,85746
16019387-4,85747
10020542-2,85769
213828-1,85798
508517-2,85804
2007540-6,85832
507323-6,85835
1014991-0,85841
2016903-6,85866
2087378-5,85894
116650-5,85964
35362-0,85988
1041857-X,85995
35909-9,85996
1237529-9,86008
10140486-4,86015
1187676152,20000052
1086619498,30000000
2126672-4,30000000
4274203-1,30000033
10073682-8,30000036
10089796-4,30000041
5165770-3,30000042
2179013-9,30006498
2010429-7,30000045
5182355-X,30000048
5196660-8,30000049
2170970-1,30000051
1002954-0,30000052
16074815-X,30000056
1201360293,30000062
3025286-6,30000063
1119459060,30000063
4792736-7,30000064
117758-8,30000065
2012525-2,30000066
7839951-8,30000067
2130426-9,30000070
10002788-X,30000088
7720031-7,30000092
7637893-7,30000093
5094167-7,30000095
2119135-9,30000096
1027608000,30000101
7633814-9,30000104
5291996-1,30000109
1119367980,30000109
3010483-X,30000110
1029524300,30000112
5049269-X,30000113
5199615-7,30000114
2042554-5,30000123
10096915-X,30000125
5063789-7,30000126
2022536-2,30000127
2003571-8,30000128
10105728-3,30000130
1704839-4,30000169
84368-4,30000170
2053022-5,30000172
41359-8,30000173
2158302-X,30000174
10149977-2,30000177
5091030-9,30000186
7733421-8,30000203
2138375-3,30000217
2168700-6,30000241
4623149-3,30000264
4623151-1,30000264
5050100-8,30000264
4542735-5,30000372
2022689-5,30000377
10290997-0,30000520
10114344-8,30000611
2022500-3,30000634
10938-1,30000635
2151336-3,30000636
5015194-0,30000637
5324639-1,30000638
41337-9,30000639
800117-0,30000640
1704879-5,30000641
2095630-7,30000642
1222160-0,30000644
137652-4,30000647
7638551-6,30000649
2042509-0,30000652
1701828-6,30000653
5060169-6,30000654
2116114-8,30000655
10106977-7,30000659
5035656-2,30000661
5053182-7,30000666
4305919-3,30000668
2005518-3,30000669
2022477-1,30000671
103037-1,30000675
4730046-2,30000678
4258659-8,30000680
5106590-3,30000683
7789787-0,30000685
3051058-2,30000688
2085514-X,30000690
130088-X,30000691
2106131-2,30000693
5084459-3,30000696
2001946-4,30000697
1042348-5,30000698
10118865-1,30000699
2022675-5,30000700
5134200-5,30000702
1602148-4,30000703
2062825-0,30000704
2088720-6,30000705
2015695-9,30000707
2005526-2,30000710
1008948-2,30000711
2005799-4,30000713
2024969-X,30000716
4691573-4,30000717
64462-6,30000719
4504522-7,30000721
5199537-2,30000722
18951-0,30000723
5507782-1,30000724
2089311-5,30000726
5204907-3,30000730
2012581-1,30000732
5085763-0,30000733
2045609-8,30000734
2030291-5,30000736
1239607-2,30000739
2060065-3,30000741
4369481-0,30000742
2179343-8,30000744
216496-6,30000745
4691516-3,30000746
10368589-3,30000747
2024194-X,30000748
2031647-1,30000751
2105480-0,30000752
4085563-6,30000753
508872-0,30000754
2128675-9,30000756
1004607-0,30000757
2054890-4,30000760
66703-1,30000762
2032221-5,30000763
31816-4,30000764
1052539-7,30000768
2000980-X,30000769
4239410-7,30000771
2105922-6,30000775
2020450-4,30000776
1065504616,30000780
2006843-8,30000781
36194-X,30000783
5051500-7,30000784
2022556-8,30000786
4713584-0,30000787
1028556047,30000788
102530716X,30000789
2019323-3,30000790
39000-8,30000792
2035830-1,30000793
2092697-2,30000797
10144690-1,30000798
5153436-8,30000799
2111574-6,30000801
5514350-7,30000803
7686997-0,30000807
81362-X,30000808
4544981-8,30000809
4539957-8,30000810
4271020-0,30000811
2043328-1,30000816
5184453-9,30000819
16171931-4,30000821
10095509-5,30000823
6510041-4,30000825
10155819-3,30000827
4298931-0,30000828
4429181-4,30000832
4347497-4,30000834
4021988-4,30000835
1033675075,30000838
6502623-8,30000841
4254111-6,30000842
2109960-1,30000843
2089663-3,30000846
1219744-0,30000847
2019350-6,30000849
36197-5,30000850
2081294-2,30000851
6525138-6,30000852
42818-8,30000853
1018059-X,30000854
40600-4,30000855
16141485-0,30000856
16114459-7,30000857
2143929-1,30000858
2022552-0,30000859
2077712-7,30000860
814705-X,30000861
2018536-4,30000862
6506315-6,30000865
2030199-6,30000871
2048194-9,30000873
4796244-6,30000875
300697-9,30000876
2022770-X,30000877
4580893-4,30000878
2030809-7,30000879
10352232-3,30000880
2005502-X,30000881
4365438-1,30000883
2161851-3,30000884
4451012-3,30000885
4290483-3,30000888
1225373-X,30000888
1237079-4,30000890
2024930-5,30000892
2024095-8,30000893
2024938-X,30000894
4748440-8,30000895
4011836-8,30000896
7626942-5,30000897
2106380-1,30000900
1000060-4,30000901
5056480-8,30000902
16037913-1,30000903
2011688-3,30000906
11210-0,30000907
10101588-4,30000909
2022779-6,30000910
10199291-9,30000912
4450555-3,30000913
64342-7,30000916
1012970-4,30000917
2055931-8,30000918
16026693-2,30000921
7680678-9,30000922
3057687-8,30000925
2120888-8,30000928
3045116-4,30000929
10132049-8,30000930
107060884X,30000931
36198-7,30000932
36441-1,30000934
16033379-9,30000935
107529195X,30000936
1222159-4,30000938
7640503-5,30000939
2013289-X,30000940
2093432-4,30000943
1033121983,30000944
4562130-5,30000945
1039034-0,30000946
2083893-1,30000953
2035494-0,30000955
2020443-7,30000956
10138432-4,30000957
2135610-5,30000960
2022419-9,30000961
4316035-9,30000962
2158699-8,30000965
1001527-9,30000972
2024954-8,30000973
2075741-4,30000974
4374809-0,30000975
2062820-1,30000976
34011-X,30000979
4445826-5,30000980
2121069-X,30000981
5512497-5,30000983
5518334-7,30000984
40657-0,30000985
4450514-0,30000988
671176-5,30000991
4766150-1,30000992
10325628-3,30000994
4388347-3,30000996
4208047-2,30000997
5344132-1,30001000
4636284-8,30001003
1067276238,30001004
2036886-0,30001005
37777-6,30001006
6521538-2,30001007
7746068-6,30001008
10022041-1,30001012
2070447-1,30001013
2148833-2,30001014
3002545-X,30001016
36200-1,30001017
2079059-4,30001018
2004712-5,30001022
2048607-8,30001023
1076916775,30001024
2132427-X,30001026
2032703-1,30001027
10062788-2,30001029
4396741-3,30001031
8989-8,30001032
5520660-8,30001033
16038977-X,30001035
4582140-9,30001037
5527623-4,30001040
2069149-X,30001041
809502-4,30001042
1222392-X,30001047
16335599-X,30001050
16097525-6,30001051
2035472-1,30001054
2022643-3,30001055
2114029-7,30001057
16082335-3,30001058
1704113-2,30001059
2083573-5,30001060
2025026-5,30001061
2086536-3,30001062
16094752-2,30001063
803235-X,30001064
1026301912,30001065
5557443-9,30001066
3018650-X,30001068
5051503-2,30001070
7569667-8,30001071
5008870-1,30001072
1011565-1,30001074
116800-9,30001081
5149345-7,30001085
10085901-X,30001088
5126967-3,30001090
3003261-1,30001092
16335446-7,30001094
1121251641,30001097
16153874-5,30001098
4063222-2,30001100
10276109-7,30001101
4375116-7,30001102
65928-9,30001103
16022453-6,30001104
4813581-1,30001106
2168718-3,30001111
4685540-3,30001112
5287623-8,30001113
7539776-6,30001114
5293101-8,30001116
2054669-5,30001117
4842380-4,30001118
1086427-1,30001126
2155777-9,30001128
5149160-6,30001129
6078374-6,30003794
5296964-2,30001143
16010723-4,30001144
7850032-1,30001147
105497022X,30001150
5503440-8,30001152
6109389-0,30001154
10031192-1,30001156
4477628-7,30001159
1024094855,30001161
4813458-2,30001163
2022244-0,30001166
5080444-3,30001167
1119456932,30001167
16008856-2,30001169
5239429-3,30001170
5228564-9,30001171
5153194-X,30001172
2107016-7,30001173
5258564-5,30001177
5256673-0,30001182
4730043-7,30001183
2012468-5,30001184
10043271-2,30001187
3017892-7,30001188
16090796-2,30001191
7599439-2,30001192
2140618-2,30001195
2143504-2,30001197
7632368-7,30001199
5300709-8,30001200
2018282-X,30001201
30026-3,30001210
16151462-5,30001214
5320824-9,30001215
2067059-X,30001216
107752790X,30001218
10048529-7,30001220
16327698-5,30001221
5333288-X,30001222
4633535-3,30001224
3012656-3,30001224
1119457912,30001224
4595022-2,30001227
2054136-3,30001229
511252-7,30001230
4523889-3,30001235
103854131X,30001236
10159585-2,30001239
4816802-6,30001240
16011534-6,30001246
7582691-4,30001248
2072919-4,30001249
2145617-3,30001250
5227127-4,30001255
10199128-9,30001258
4528565-2,30001260
10093212-5,30001261
4431239-8,30001262
10022110-5,30001264
5083911-1,30001266
2160388-1,30001273
2092759-9,30001274
3011486-X,30001277
2147998-7,30001278
2061580-2,30001280
82742-3,30001281
2022745-0,30001282
4348145-0,30001283
2162882-8,30001286
4735588-8,30001288
4669236-8,30001289
2091148-8,30001292
1035732386,30001297
16092048-6,30001301
16017715-7,30001305
16035276-9,30001309
10050046-8,30001310
1073986063,30001313
2096275-7,30001317
2154628-9,30001322
111946000X,30001322
4472517-6,30001324
4681863-7,30001330
7535168-7,30001333
815928-2,30002689
10151525-X,30002722
10070518-2,30002725
10120338-X,30002726
16072780-7,30002727
1237209-2,30002729
3032053-7,30002732
5045052-9,30002734
16017365-6,30002735
43381-0,30004141
1022199153,30002737
2038738-6,30002738
2106458-1,30002739
5083314-5,30002740
809485-8,30002744
2097492-9,30002745
4637669-0,30002748
4071347-7,30002755
4757846-4,30002763
5070504-0,30002764
5530775-9,30002765
10018780-8,30002766
5005671-2,30002769
2015517-7,30002770
5541683-4,30002771
2031725-6,30002773
4489481-8,30002776
2127387-X,30002778
6518973-5,30002779
4099906-3,30002780
7782949-9,30002782
5146989-3,30002784
1074950666,30002788
1225374-1,30002789
34598-2,30002791
3024025-6,30002793
2066236-1,30002795
7784386-1,30002796
4763267-7,30002799
10061705-0,30002800
1045250147,30002806
2098154-5,30002811
4347359-3,30002812
4704236-9,30002813
2031388-3,30002814
5524214-5,30002818
4634850-5,30002819
1088713-1,30002821
5165056-3,30002825
320320-7,30002826
10136983-9,30002830
83981-4,30002831
1052152910,30002833
2003595-0,30002835
11563-0,30002839
1023548321,30002841
2112767-0,30002842
2025451-9,30002844
7670671-0,30002845
4544983-1,30002848
39057-4,30002853
1017704-8,30002853
3009260-7,30002854
7620122-3,30002855
2158601-9,30002857
6105354-5,30002863
10126610-8,30002865
5337762-X,30002881
2070060-X,30002888
5107135-6,30002902
1036300870,30002909
1069093904,30002928
4343750-3,30002931
3018919-6,30002934
6050175-3,30002941
1075567564,30002950
2031833-9,30002952
4682775-4,30003251
2125824-7,30003254
46015-1,30003257
5073875-6,30003262
5318291-1,30003265
4785659-2,30003266
7712016-4,30003273
10188766-8,30003274
4140915-2,30003276
5290092-7,30003279
2030829-2,30003280
3015145-4,30003653
4349818-8,30003654
2011871-5,30003659
116654-2,30003660
2100542-4,30003667
1037315278,30003684
4339323-8,30003685
1240454-8,30003688
5284062-1,30003689
4546775-4,30003709
4277067-1,30003713
2053258-1,30003729
4288826-8,30003730
7626106-2,30003747
5286396-7,30003750
5205301-5,30003755
2159284-6,30003757
10015499-2,30003762
16330436-1,30003766
3015297-5,30003767
5165871-9,30003770
6030514-9,30003771
7552804-6,30003772
80061-2,30003784
10072602-1,30003828
4197753-1,30003832
4610356-9,30003833
2115991-9,30003944
1219163-2,30003945
4547220-8,30003951
1072064480,30003952
5013418-8,30003957
2109781-1,30004080
5173438-2,30004115
2011819-3,30004116
2017182-1,30004117
2058147-6,30004119
2017048-8,30004120
1031548211,30004137
4445179-9,30004138
5280231-0,30004142
4479960-3,30004144
2031600-8,30004145
5196430-2,30004146
2085006-2,30004148
2131243-6,30004149
2001036-9,30004150
7518780-2,30004151
10065925-1,30004152
2022739-5,30004153
2159398-X,30004155
17355-1,30004157
1045677671,30004158
2057966-4,30004159
2099193-9,30004160
2022786-3,30004161
2022787-5,30004162
6031822-3,30004163
4263795-8,30004164
10069256-4,30004165
2078490-9,30004166
5310257-5,30004167
5346558-1,30004170
2062507-8,30004171
7788069-9,30004172
4656340-4,30004173
16087483-X,30004174
4664310-2,30004175
2155087-6,30004176
512827-4,30004177
2022644-5,30004178
2022660-3,30004179
2099482-5,30004180
5226499-3,30004293
4327074-8,30004294
2102885-0,30004308
6039867-X,30004511
2020435-8,30004512
2011477-1,30004572
4360971-5,30004577
40324-6,30005047
5080492-3,30005619
5258541-4,30005625
1119372836,30005625
2005351-4,30005628
2005359-9,30005629
2122805-X,30005632
5514251-5,30005639
4487634-8,30005640
2032978-7,30005641
1076276520,30005686
1089315-5,30005686
807176-7,30005689
5235821-5,30005691
3008994-3,30005693
2039019-1,30005696
6124938-5,30005729
2005486-5,30005762
7856187-5,30005950
2120744-6,30005951
1007052-7,30006018
2022738-3,30006019
3018824-6,30006021
10011354-0,30006022
2120663-6,30006023
5026217-8,30006044
16026335-9,30006053
2181184-2,30006054
118934906X,30006067
2085288-5,30006078
10058682-X,30006079
114066476X,30006085
10043553-1,30006087
1050598-2,30006089
1086970-0,30006090
965473139,30006103
2075668-9,30006104
2022456-4,30006105
4481601-7,30006106
7779635-4,30006108
2070042-8,30006109
5006703-5,30006120
5132205-5,30006199
1041848374,30006285
4507576-1,30006291
320556-3,30006362
1229000-2,30006367
4628070-4,30006368
5161122-3,30006378
4679666-6,30006389
84244-8,30006396
5038182-9,30006415
2022496-5,30006420
5269135-4,30006426
4544984-3,30006427
4493647-3,30006428
2111442-0,30006430
1014584-9,30006432
2022592-1,30006433
2066469-2,30006453
16152626-3,30006483
7570550-3,30006495
16258955-4,30006496
2085037-2,30006499
2148841-1,30006502
2025113-0,30006521
16314562-3,30080516
5122733-2,30006635
1049157-0,30006640
1019933-0,30006641
1034967-4,30006651
17919-X,30006653
3002377-4,30006675
2169119-8,30006677
5039935-4,30008487
1073463370,30008987
1072935449,30008987
1072955202,30008987
510539-0,30022212
2055666-4,30026126
5089013-X,30030855
37103-8,30030869
10100278-6,30058217
1065717806,30060531
62596-6,30060538
1073491323,30060653
1086200950,30060662
1056902396,30060705
10369896-6,30060981
113637843X,30061152
1064328962,30061166
1073018601,30061188
1073031993,30061225
6145933-1,30061248
116908327,30061248
1064135765,30061286
130558974,30061344
1037509986,30061348
1037509978,30061348
1090701160,30061366
3060098-4,30061507
5026633-0,30061509
2057526-9,30061524
10150452-4,30061525
2027708-8,30061526
10008585-4,30061534
2119542-0,30061557
5269442-2,30061558
4307193-4,30061559
2102433-9,30061561
2008733-0,30061562
4661618-4,30061563
10125745-4,30061564
5009183-9,30061568
2115771-6,30061569
4554161-9,30061570
1023431-7,30061571
2079951-2,30061573
2180706-1,30061574
10350952-5,30061579
2005841-X,30061580
5115604-0,30061581
1223163-0,30061584
2022769-3,30061585
10108590-4,30061586
16101964-X,30061587
37101-4,30064432
1072941775,30070173
10013068-9,30070176
1073420701,30070176
1037501128,30070176
1072995611,30070179
1072897997,30070186
6146588-4,30070207
2022753-X,30070367
4634898-0,30070370
5296347-0,30070371
10006331-7,30070405
5279298-5,30070452
2154143-7,30070458
2022524-6,30070502
2022600-7,30070506
6524282-8,30070507
16186108-8,30070508
219519-7,30070509
16165349-2,30070510
2056335-8,30070512
5183257-4,30070513
37748-X,30070515
7749746-6,30070518
6514938-5,30070519
2136507-6,30070520
1037656822,30075826
1182345484,30075902
5298573-8,30075933
1229861-X,30075934
2077265-8,30075960
7546283-7,30076047
2071131-1,30076077
1072996596,30076083
1027200419,30076104
103756670X,40003404
1120054362,30076137
135596173,30076149
1073018865,30076160
1038036259,30076172
5190478-0,30076220
1073065421,30076260
1073385264,30076260
1073004147,30076320
10167097-7,30076362
121416720,30076508
1072944189,30076515
116148268,30076515
1072911329,30076870
1072921367,30076541
1073479730,30076584
107292482X,30076587
2082726-X,30076593
5164165-3,30076594
117706248,30076594
4744200-1,30076595
1242988-0,30076597
1073053172,30076612
107305893X,30076629
1072991950,30076629
2104252-4,30076663
5142607-9,30076674
1037568931,30076708
1086201108,30076818
2035952-4,30076867
1068107316,30076869
107336416X,30076870
1072962896,30076874
16070226-4,30076888
5094573-7,30076929
16205-X,30076930
2022624-X,30076931
16033842-6,30076932
2132554-6,30076948
121210588,30076960
1090752636,30076998
103760301X,30076998
1043300554,30077116
1073065707,30077116
4598314-8,30077178
605206-X,30077192
5061849-0,30077193
4512850-9,30077230
2017229-1,30077247
4563018-5,30077263
1073055949,30077263
117021938,30077271
1183590326,30077272
2070988-2,30077289
16176322-4,30077290
1077528272,30077293
1019448-4,30077335
2011193-9,30077431
6146297-4,30077444
1072992191,30077450
7784278-9,30077468
10344994-2,30077474
2155994-6,30077482
2001903-8,30077750
1054141096,30077752
7736436-3,30077753
3032269-8,30077757
6521996-X,30077759
5123736-2,30077760
1068104074,30077950
1047694999,30077951
7631468-6,30077954
10180813-6,30077955
16331564-4,30077957
1706402-8,30077958
10018224-0,30077959
819833-0,30077960
107294796X,30077967
2056512-4,30077999
2115559-8,30078022
2005150-5,30078023
16015463-7,30078037
1037511263,30078037
1072906414,30078054
16154861-1,30078081
1052652980,30078135
10004415-3,30078136
90861-7,30078214
2081059-3,30078223
2057391-1,30078266
4813347-4,30078267
1072967626,30078281
2070552-9,30078281
4001153-7,30078281
1197305661,30078325
1072981084,30078328
1072977001,30078398
117240001,30078398
1073054764,30078426
30068-8,30078449
3043759-3,30078466
136654169,30078467
1063823153,30078575
7701144-2,30078576
16014809-1,30078597
116737182,30078597
1204942951,30078633
118769022,30078640
142783609,30078643
1072950367,30078673
116349891,40000420
116531118,30078674
1032931833,30078700
3020499-9,30078727
107299934X,30078753
1072979438,30078787
5531920-8,30078790
1072967758,30078819
5307577-8,30078852
107289730X,30078918
1073021017,30078918
1073486281,30078918
1072953005,30078919
5066503-0,30078922
600579-2,30078924
16135880-9,30078938
1035686023,30078955
1035686171,30078955
1072963108,30078984
1072963019,30078984
1072940825,30078984
11894049X,30079008
1031265252,30079011
10085489-8,30079177
10148439-2,30079178
1232478-4,30079179
118985483X,30079195
107296919X,30079200
2046311-X,30079217
16044912-1,30079218
2021227-6,30079253
1156214882,30079253
16151065-6,30079288
16162734-1,30079295
2008945-4,30079568
1073072886,30079637
1220750-0,30079681
1154619508,30079719
10069999-6,30079782
1073016870,30079846
1034904337,30079869
1072952661,30080219
5533991-8,30080226
1073021726,30080305
2006097-X,30080315
1073055957,30080318
1054130450,30080318
1223276-2,30080411
507818-0,30080415
6146583-5,30080433
16062534-8,30080461
6145504-0,30080463
10167206-8,30080484
1031496203,30080485
5543432-0,30080490
4401004-7,30080494
6146149-0,30080497
16311593-X,30080501
1045527-9,30080508
1026393-7,30080515
10097432-6,30080518
8997-7,30080519
4646842-0,30080520
4546779-1,30080527
4778810-0,30080530
2055756-5,30080532
74916-3,30080533
1065130236,30080541
10045118-4,30080542
1055016031,30080548
2019227-7,30080559
1218750-1,30080589
16031845-2,30080591
10367605-3,30080595
10055917-7,30080603
2147296-8,30080616
30656-3,30080620
10121609-9,30080632
1037552229,30080646
31607-6,30080654
5084510-X,30080655
1073089894,30080686
6146113-1,30080696
1072967634,30080863
1072967715,30080863
1065360568,30080863
1073020215,30080868
10015473-6,30080884
1088746683,30080896
107304775X,30080907
1073463222,30080924
1073055140,30080924
6146414-4,30080927
7680632-7,30080962
10102907-X,30081027
1072968622,30081050
1073021475,30081051
4711961-5,30081083
2018476-1,30081088
4818972-8,30081090
10113434-4,30081093
1037521447,40000006
1078852898,40000011
16114778-1,40004207
1229001417,40000025
1037512367,40000219
1037518640,40000221
116270381,40000222
121137473,40000224
5164405-8,40000240
116275308,40000245
121418952,40000246
1229463089,40000251
6146487-9,40000257
118644386,40000257
1230336028,40000305
11629762X,40000305
1052841619,40000305
1048731170,40000310
102092311,40000311
1072939878,40000319
104224150,40000319
4196399-4,40000344
6145673-1,40000349
2078507-0,40000351
1028306539,40000354
119607026,40000376
123978386,40000381
1037519205,40000389
103754160X,40000395
102768595,40000396
11960809X,40000397
1193206898,40000397
120528169,40000419
2030321-X,40000434
100659640,40000462
128477091,40000480
122395883,40000489
118965964,40000508
118505505,40000513
11850553X,40000521
118505548,40000523
116025360,40000524
6146594-X,40000525
1037527798,40000528
1037658604,40000529
1037592794,40000543
123226749X,40000597
1037525876,40000597
6147516-6,40000692
1037594479,40000717
103769641,40000745
100075657,40000751
1037523660,40000761
13047486X,40000763
1053035888,40000766
103749590X,40000766
106785357X,40000770
129946397,40000770
135870194,40000774
120383896,40000774
6146587-2,51000679
1037496140,40000776
103867848,40000777
1072943751,40000781
132424983,40000781
100424554,40000800
1037508440,40000809
103868119,40000818
102374910,40000819
1073519910,40000822
1089911262,40000822
1080204512,40000824
104274255,40000825
135872669,40000826
1037505069,40000830
102499020,40000832
1037506057,40000836
1037521277,40000841
131503502,40000867
1086318307,40000870
133721914,40000870
6146467-3,40000873
116117710,40000875
118655329,40000876
1075328993,40000880
140455302,40000880
103140522,40000935
1037509242,40000937
128510471,40000940
123255791,40000944
123256038,40000944
132294818,40000948
1050380290,51002795
132294990,40000956
6146119-2,40000957
119618168,40000958
1037511379,40000959
1037653831,40000961
1037501233,40000965
128982918,40000966
128899840,40000970
1072948818,40000975
1037495799 ,40000975
1026681863,40000981
1037501853,40001003
1044027843,51005207
132678047,40001006
132262118,40001009
135546907,40001022
1037511999,40001025
1012375811,40001026
1082228834,40001027
123350174,40001027
121704254,40001027
1073604683,40001029
120914247,40001036
101231474,40001037
6147624-9,40001038
143458388,40001040
141166096,40001043
118510622,40001047
129374520,40001052
1037504526,40001053
1140738127,40001054
